TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
6,A,2021,2021,PVT,Gross operating surplus,9371.8,6
6,A,2022,2022,11,Gross operating surplus,222.1,6
6,A,2022,2022,11,"Agriculture, forestry, fishing, and hunting",290.0,6
6,A,2022,2022,11,Compensation of employees,67.0,6
6,A,2022,2022,11,Taxes on production and imports less subsidies,0.9,6
6,A,2022,2022,111CA,Gross operating surplus,208.0,6
6,A,2022,2022,111CA,Farms,241.9,6
6,A,2022,2022,111CA,Compensation of employees,35.7,6
6,A,2022,2022,111CA,Taxes on production and imports less subsidies,-1.8,6
6,A,2022,2022,113FF,Taxes on production and imports less subsidies,2.7,6
6,A,2022,2022,113FF,Gross operating surplus,14.1,6
6,A,2022,2022,113FF,Compensation of employees,31.3,6
6,A,2022,2022,113FF,"Forestry, fishing, and related activities",48.1,6
6,A,2022,2022,21,Taxes on production and imports less subsidies,66.1,6
6,A,2022,2022,21,Compensation of employees,77.6,6
6,A,2022,2022,21,Mining,460.6,6
6,A,2022,2022,21,Gross operating surplus,316.8,6
6,A,2022,2022,211,Compensation of employees,26.3,6
6,A,2022,2022,211,Oil and gas extraction,319.1,6
6,A,2022,2022,211,Gross operating surplus,238.5,6
6,A,2022,2022,211,Taxes on production and imports less subsidies,54.3,6
6,A,2022,2022,212,Compensation of employees,20.4,6
6,A,2022,2022,212,"Mining, except oil and gas",78.4,6
6,A,2022,2022,212,Gross operating surplus,48.9,6
6,A,2022,2022,212,Taxes on production and imports less subsidies,9.2,6
6,A,2022,2022,213,Taxes on production and imports less subsidies,2.7,6
6,A,2022,2022,213,Gross operating surplus,29.5,6
6,A,2022,2022,213,Compensation of employees,30.9,6
6,A,2022,2022,213,Support activities for mining,63.1,6
6,A,2022,2022,22,Taxes on production and imports less subsidies,76.0,6
6,A,2022,2022,22,Compensation of employees,96.6,6
6,A,2022,2022,22,Utilities,443.6,6
6,A,2022,2022,22,Gross operating surplus,271.0,6
6,A,2022,2022,23,Compensation of employees,695.5,6
6,A,2022,2022,23,Construction,1114.3,6
6,A,2022,2022,23,Gross operating surplus,405.0,6
6,A,2022,2022,23,Taxes on production and imports less subsidies,13.8,6
6,A,2022,2022,311FT,Taxes on production and imports less subsidies,29.4,6
6,A,2022,2022,311FT,Compensation of employees,148.6,6
6,A,2022,2022,311FT,Gross operating surplus,118.9,6
6,A,2022,2022,311FT,Food and beverage and tobacco products,296.8,6
6,A,2022,2022,313TT,Taxes on production and imports less subsidies,0.7,6
6,A,2022,2022,313TT,Gross operating surplus,3.6,6
6,A,2022,2022,313TT,Textile mills and textile product mills,17.4,6
6,A,2022,2022,313TT,Compensation of employees,13.0,6
6,A,2022,2022,315AL,Compensation of employees,8.0,6
6,A,2022,2022,315AL,Apparel and leather and allied products,12.3,6
6,A,2022,2022,315AL,Taxes on production and imports less subsidies,0.4,6
6,A,2022,2022,315AL,Gross operating surplus,3.9,6
6,A,2022,2022,31G,Compensation of employees,1264.7,6
6,A,2022,2022,31G,Manufacturing,2684.5,6
6,A,2022,2022,31G,Taxes on production and imports less subsidies,102.2,6
6,A,2022,2022,31G,Gross operating surplus,1317.5,6
6,A,2022,2022,31ND,Compensation of employees,435.5,6
6,A,2022,2022,31ND,Taxes on production and imports less subsidies,63.3,6
6,A,2022,2022,31ND,Nondurable goods,1284.8,6
6,A,2022,2022,31ND,Gross operating surplus,786.0,6
6,A,2022,2022,321,Compensation of employees,31.4,6
6,A,2022,2022,321,Taxes on production and imports less subsidies,1.0,6
6,A,2022,2022,321,Wood products,64.1,6
6,A,2022,2022,321,Gross operating surplus,31.7,6
6,A,2022,2022,322,Taxes on production and imports less subsidies,2.3,6
6,A,2022,2022,322,Compensation of employees,34.6,6
6,A,2022,2022,322,Paper products,70.3,6
6,A,2022,2022,322,Gross operating surplus,33.4,6
6,A,2022,2022,323,Taxes on production and imports less subsidies,1.0,6
6,A,2022,2022,323,Compensation of employees,26.3,6
6,A,2022,2022,323,Printing and related support activities,41.6,6
6,A,2022,2022,323,Gross operating surplus,14.3,6
6,A,2022,2022,324,Taxes on production and imports less subsidies,5.1,6
6,A,2022,2022,324,Gross operating surplus,204.9,6
6,A,2022,2022,324,Compensation of employees,20.3,6
6,A,2022,2022,324,Petroleum and coal products,230.3,6
6,A,2022,2022,325,Compensation of employees,126.0,6
6,A,2022,2022,325,Taxes on production and imports less subsidies,21.8,6
6,A,2022,2022,325,Chemical products,521.5,6
6,A,2022,2022,325,Gross operating surplus,373.6,6
6,A,2022,2022,326,Taxes on production and imports less subsidies,2.7,6
6,A,2022,2022,326,Compensation of employees,58.7,6
6,A,2022,2022,326,Gross operating surplus,33.3,6
6,A,2022,2022,326,Plastics and rubber products,94.7,6
6,A,2022,2022,327,Gross operating surplus,34.5,6
6,A,2022,2022,327,Nonmetallic mineral products,72.0,6
6,A,2022,2022,327,Taxes on production and imports less subsidies,2.0,6
6,A,2022,2022,327,Compensation of employees,35.5,6
6,A,2022,2022,331,Gross operating surplus,43.5,6
6,A,2022,2022,331,Primary metals,84.8,6
6,A,2022,2022,331,Compensation of employees,38.1,6
6,A,2022,2022,331,Taxes on production and imports less subsidies,3.2,6
6,A,2022,2022,332,Gross operating surplus,54.7,6
6,A,2022,2022,332,Fabricated metal products,175.5,6
6,A,2022,2022,332,Compensation of employees,116.1,6
6,A,2022,2022,332,Taxes on production and imports less subsidies,4.8,6
6,A,2022,2022,333,Machinery,175.6,6
6,A,2022,2022,333,Taxes on production and imports less subsidies,4.7,6
6,A,2022,2022,333,Compensation of employees,110.0,6
6,A,2022,2022,333,Gross operating surplus,60.9,6
6,A,2022,2022,334,Gross operating surplus,100.9,6
6,A,2022,2022,334,Compensation of employees,187.2,6
6,A,2022,2022,334,Taxes on production and imports less subsidies,10.7,6
6,A,2022,2022,334,Computer and electronic products,298.9,6
6,A,2022,2022,335,Compensation of employees,42.0,6
6,A,2022,2022,335,"Electrical equipment, appliances, and components",69.9,6
6,A,2022,2022,335,Gross operating surplus,26.6,6
6,A,2022,2022,335,Taxes on production and imports less subsidies,1.2,6
6,A,2022,2022,3361MV,"Motor vehicles, bodies and trailers, and parts",160.2,6
6,A,2022,2022,3361MV,Gross operating surplus,67.2,6
6,A,2022,2022,3361MV,Taxes on production and imports less subsidies,4.7,6
6,A,2022,2022,3361MV,Compensation of employees,88.3,6
6,A,2022,2022,3364OT,Gross operating surplus,66.3,6
6,A,2022,2022,3364OT,Taxes on production and imports less subsidies,3.7,6
6,A,2022,2022,3364OT,Compensation of employees,90.4,6
6,A,2022,2022,3364OT,Other transportation equipment,160.4,6
6,A,2022,2022,337,Furniture and related products,32.3,6
6,A,2022,2022,337,Compensation of employees,24.9,6
6,A,2022,2022,337,Gross operating surplus,6.8,6
6,A,2022,2022,337,Taxes on production and imports less subsidies,0.5,6
6,A,2022,2022,339,Compensation of employees,65.3,6
6,A,2022,2022,339,Miscellaneous manufacturing,106.1,6
6,A,2022,2022,339,Gross operating surplus,38.4,6
6,A,2022,2022,339,Taxes on production and imports less subsidies,2.4,6
6,A,2022,2022,33DG,Compensation of employees,829.2,6
6,A,2022,2022,33DG,Durable goods,1399.7,6
6,A,2022,2022,33DG,Gross operating surplus,531.5,6
6,A,2022,2022,33DG,Taxes on production and imports less subsidies,38.9,6
6,A,2022,2022,42,Compensation of employees,667.0,6
6,A,2022,2022,42,Wholesale trade,1595.5,6
6,A,2022,2022,42,Gross operating surplus,599.4,6
6,A,2022,2022,42,Taxes on production and imports less subsidies,329.1,6
6,A,2022,2022,441,Motor vehicle and parts dealers,340.4,6
6,A,2022,2022,441,Compensation of employees,162.1,6
6,A,2022,2022,441,Taxes on production and imports less subsidies,68.2,6
6,A,2022,2022,441,Gross operating surplus,110.0,6
6,A,2022,2022,445,Compensation of employees,121.5,6
6,A,2022,2022,445,Food and beverage stores,209.9,6
6,A,2022,2022,445,Gross operating surplus,53.0,6
6,A,2022,2022,445,Taxes on production and imports less subsidies,35.4,6
6,A,2022,2022,44RT,Compensation of employees,768.4,6
6,A,2022,2022,44RT,Taxes on production and imports less subsidies,324.8,6
6,A,2022,2022,44RT,Retail trade,1628.9,6
6,A,2022,2022,44RT,Gross operating surplus,535.6,6
6,A,2022,2022,452,Gross operating surplus,24.1,6
6,A,2022,2022,452,Taxes on production and imports less subsidies,55.6,6
6,A,2022,2022,452,Compensation of employees,115.3,6
6,A,2022,2022,452,General merchandise stores,195.0,6
6,A,2022,2022,481,Gross operating surplus,47.4,6
6,A,2022,2022,481,Air transportation,146.7,6
6,A,2022,2022,481,Taxes on production and imports less subsidies,33.0,6
6,A,2022,2022,481,Compensation of employees,66.3,6
6,A,2022,2022,482,Taxes on production and imports less subsidies,-0.7,6
6,A,2022,2022,482,Compensation of employees,21.7,6
6,A,2022,2022,482,Rail transportation,52.0,6
6,A,2022,2022,482,Gross operating surplus,30.9,6
6,A,2022,2022,483,Gross operating surplus,12.9,6
6,A,2022,2022,483,Water transportation,22.6,6
6,A,2022,2022,483,Taxes on production and imports less subsidies,1.3,6
6,A,2022,2022,483,Compensation of employees,8.4,6
6,A,2022,2022,484,Compensation of employees,133.1,6
6,A,2022,2022,484,Truck transportation,259.2,6
6,A,2022,2022,484,Taxes on production and imports less subsidies,5.9,6
6,A,2022,2022,484,Gross operating surplus,120.2,6
6,A,2022,2022,485,Taxes on production and imports less subsidies,2.6,6
6,A,2022,2022,485,Compensation of employees,29.0,6
6,A,2022,2022,485,Gross operating surplus,25.4,6
6,A,2022,2022,485,Transit and ground passenger transportation,57.0,6
6,A,2022,2022,486,Taxes on production and imports less subsidies,4.4,6
6,A,2022,2022,486,Compensation of employees,8.9,6
6,A,2022,2022,486,Gross operating surplus,31.7,6
6,A,2022,2022,486,Pipeline transportation,45.0,6
6,A,2022,2022,487OS,Other transportation and support activities,218.3,6
6,A,2022,2022,487OS,Gross operating surplus,77.9,6
6,A,2022,2022,487OS,Compensation of employees,137.0,6
6,A,2022,2022,487OS,Taxes on production and imports less subsidies,3.3,6
6,A,2022,2022,48TW,Gross operating surplus,350.5,6
6,A,2022,2022,48TW,Transportation and warehousing,916.3,6
6,A,2022,2022,48TW,Compensation of employees,514.5,6
6,A,2022,2022,48TW,Taxes on production and imports less subsidies,51.2,6
6,A,2022,2022,493,Gross operating surplus,4.3,6
6,A,2022,2022,493,Warehousing and storage,115.5,6
6,A,2022,2022,493,Compensation of employees,110.0,6
6,A,2022,2022,493,Taxes on production and imports less subsidies,1.3,6
6,A,2022,2022,4A0,Other retail,883.6,6
6,A,2022,2022,4A0,Compensation of employees,369.5,6
6,A,2022,2022,4A0,Taxes on production and imports less subsidies,165.6,6
6,A,2022,2022,4A0,Gross operating surplus,348.6,6
6,A,2022,2022,51,Compensation of employees,514.5,6
6,A,2022,2022,51,Information,1367.5,6
6,A,2022,2022,51,Gross operating surplus,784.7,6
6,A,2022,2022,51,Taxes on production and imports less subsidies,68.2,6
6,A,2022,2022,511,Gross operating surplus,188.3,6
6,A,2022,2022,511,Taxes on production and imports less subsidies,7.5,6
6,A,2022,2022,511,Compensation of employees,161.8,6
6,A,2022,2022,511,"Publishing industries, except internet (includes software)",357.6,6
6,A,2022,2022,512,Taxes on production and imports less subsidies,5.7,6
6,A,2022,2022,512,Gross operating surplus,60.8,6
6,A,2022,2022,512,Motion picture and sound recording industries,113.6,6
6,A,2022,2022,512,Compensation of employees,47.1,6
6,A,2022,2022,513,Compensation of employees,118.5,6
6,A,2022,2022,513,Broadcasting and telecommunications,484.2,6
6,A,2022,2022,513,Taxes on production and imports less subsidies,47.0,6
6,A,2022,2022,513,Gross operating surplus,318.6,6
6,A,2022,2022,514,"Data processing, internet publishing, and other information services",412.1,6
6,A,2022,2022,514,Gross operating surplus,217.0,6
6,A,2022,2022,514,Compensation of employees,187.0,6
6,A,2022,2022,514,Taxes on production and imports less subsidies,8.1,6
6,A,2022,2022,52,Taxes on production and imports less subsidies,73.7,6
6,A,2022,2022,52,Gross operating surplus,840.4,6
6,A,2022,2022,52,Compensation of employees,1021.5,6
6,A,2022,2022,52,Finance and insurance,1935.6,6
6,A,2022,2022,521CI,Gross operating surplus,511.7,6
6,A,2022,2022,521CI,Compensation of employees,342.7,6
6,A,2022,2022,521CI,"Federal Reserve banks, credit intermediation, and related activities",878.5,6
6,A,2022,2022,521CI,Taxes on production and imports less subsidies,24.1,6
6,A,2022,2022,523,Gross operating surplus,16.6,6
6,A,2022,2022,523,"Securities, commodity contracts, and investments",350.5,6
6,A,2022,2022,523,Taxes on production and imports less subsidies,7.8,6
6,A,2022,2022,523,Compensation of employees,326.1,6
6,A,2022,2022,524,Compensation of employees,347.4,6
6,A,2022,2022,524,Insurance carriers and related activities,686.8,6
6,A,2022,2022,524,Gross operating surplus,298.4,6
6,A,2022,2022,524,Taxes on production and imports less subsidies,41.0,6
6,A,2022,2022,525,Taxes on production and imports less subsidies,0.8,6
6,A,2022,2022,525,Gross operating surplus,13.7,6
6,A,2022,2022,525,Compensation of employees,5.3,6
6,A,2022,2022,525,"Funds, trusts, and other financial vehicles",19.8,6
6,A,2022,2022,53,Taxes on production and imports less subsidies,363.7,6
6,A,2022,2022,53,Gross operating surplus,2909.9,6
6,A,2022,2022,53,Compensation of employees,208.3,6
6,A,2022,2022,53,Real estate and rental and leasing,3481.9,6
6,A,2022,2022,531,Taxes on production and imports less subsidies,335.8,6
6,A,2022,2022,531,Compensation of employees,161.9,6
6,A,2022,2022,531,Real estate,3167.0,6
6,A,2022,2022,531,Gross operating surplus,2669.3,6
6,A,2022,2022,532RL,Taxes on production and imports less subsidies,27.9,6
6,A,2022,2022,532RL,Compensation of employees,46.4,6
6,A,2022,2022,532RL,Gross operating surplus,240.6,6
6,A,2022,2022,532RL,Rental and leasing services and lessors of intangible assets,314.9,6
6,A,2022,2022,54,Gross operating surplus,568.6,6
6,A,2022,2022,54,Taxes on production and imports less subsidies,60.5,6
6,A,2022,2022,54,Compensation of employees,1431.6,6
6,A,2022,2022,54,"Professional, scientific, and technical services",2060.7,6
6,A,2022,2022,5411,Legal services,348.8,6
6,A,2022,2022,5411,Compensation of employees,168.1,6
6,A,2022,2022,5411,Gross operating surplus,154.1,6
6,A,2022,2022,5411,Taxes on production and imports less subsidies,26.6,6
6,A,2022,2022,5412OP,Taxes on production and imports less subsidies,21.9,6
6,A,2022,2022,5412OP,Compensation of employees,865.1,6
6,A,2022,2022,5412OP,Gross operating surplus,360.9,6
6,A,2022,2022,5412OP,"Miscellaneous professional, scientific, and technical services",1248.0,6
6,A,2022,2022,5415,Taxes on production and imports less subsidies,12.0,6
6,A,2022,2022,5415,Gross operating surplus,53.6,6
6,A,2022,2022,5415,Computer systems design and related services,463.9,6
6,A,2022,2022,5415,Compensation of employees,398.3,6
6,A,2022,2022,55,Management of companies and enterprises,482.6,6
6,A,2022,2022,55,Taxes on production and imports less subsidies,12.1,6
6,A,2022,2022,55,Gross operating surplus,43.2,6
6,A,2022,2022,55,Compensation of employees,427.3,6
6,A,2022,2022,56,Gross operating surplus,203.9,6
6,A,2022,2022,56,Taxes on production and imports less subsidies,20.5,6
6,A,2022,2022,56,Administrative and waste management services,837.7,6
6,A,2022,2022,56,Compensation of employees,613.2,6
6,A,2022,2022,561,Gross operating surplus,175.9,6
6,A,2022,2022,561,Taxes on production and imports less subsidies,15.5,6
6,A,2022,2022,561,Administrative and support services,763.7,6
6,A,2022,2022,561,Compensation of employees,572.4,6
6,A,2022,2022,562,Compensation of employees,40.9,6
6,A,2022,2022,562,Waste management and remediation services,74.0,6
6,A,2022,2022,562,Gross operating surplus,28.0,6
6,A,2022,2022,562,Taxes on production and imports less subsidies,5.1,6
6,A,2022,2022,6,Taxes on production and imports less subsidies,35.6,6
6,A,2022,2022,6,Compensation of employees,1781.3,6
6,A,2022,2022,6,"Educational services, health care, and social assistance",2151.4,6
6,A,2022,2022,6,Gross operating surplus,334.6,6
6,A,2022,2022,61,Taxes on production and imports less subsidies,12.1,6
6,A,2022,2022,61,Compensation of employees,239.9,6
6,A,2022,2022,61,Educational services,292.0,6
6,A,2022,2022,61,Gross operating surplus,40.1,6
6,A,2022,2022,62,Health care and social assistance,1859.4,6
6,A,2022,2022,62,Gross operating surplus,294.5,6
6,A,2022,2022,62,Taxes on production and imports less subsidies,23.6,6
6,A,2022,2022,62,Compensation of employees,1541.4,6
6,A,2022,2022,621,Gross operating surplus,182.1,6
6,A,2022,2022,621,Taxes on production and imports less subsidies,5.6,6
6,A,2022,2022,621,Compensation of employees,718.5,6
6,A,2022,2022,621,Ambulatory health care services,906.2,6
6,A,2022,2022,622,Compensation of employees,493.3,6
6,A,2022,2022,622,Taxes on production and imports less subsidies,15.5,6
6,A,2022,2022,622,Hospitals,595.1,6
6,A,2022,2022,622,Gross operating surplus,86.2,6
6,A,2022,2022,623,Gross operating surplus,10.1,6
6,A,2022,2022,623,Taxes on production and imports less subsidies,7.6,6
6,A,2022,2022,623,Compensation of employees,162.1,6
6,A,2022,2022,623,Nursing and residential care facilities,179.8,6
6,A,2022,2022,624,Taxes on production and imports less subsidies,-5.2,6
6,A,2022,2022,624,Compensation of employees,167.5,6
6,A,2022,2022,624,Gross operating surplus,16.1,6
6,A,2022,2022,624,Social assistance,178.3,6
6,A,2022,2022,7,Taxes on production and imports less subsidies,150.9,6
6,A,2022,2022,7,Compensation of employees,639.5,6
6,A,2022,2022,7,"Arts, entertainment, recreation, accommodation, and food services",1067.9,6
6,A,2022,2022,7,Gross operating surplus,277.5,6
6,A,2022,2022,71,Taxes on production and imports less subsidies,30.6,6
6,A,2022,2022,71,Gross operating surplus,89.3,6
6,A,2022,2022,71,"Arts, entertainment, and recreation",264.2,6
6,A,2022,2022,71,Compensation of employees,144.3,6
6,A,2022,2022,711AS,Compensation of employees,75.8,6
6,A,2022,2022,711AS,Gross operating surplus,67.4,6
6,A,2022,2022,711AS,"Performing arts, spectator sports, museums, and related activities",149.3,6
6,A,2022,2022,711AS,Taxes on production and imports less subsidies,6.1,6
6,A,2022,2022,713,"Amusements, gambling, and recreation industries",114.9,6
6,A,2022,2022,713,Compensation of employees,68.4,6
6,A,2022,2022,713,Taxes on production and imports less subsidies,24.5,6
6,A,2022,2022,713,Gross operating surplus,22.0,6
6,A,2022,2022,72,Accommodation and food services,803.7,6
6,A,2022,2022,72,Gross operating surplus,188.2,6
6,A,2022,2022,72,Taxes on production and imports less subsidies,120.3,6
6,A,2022,2022,72,Compensation of employees,495.2,6
6,A,2022,2022,721,Taxes on production and imports less subsidies,41.0,6
6,A,2022,2022,721,Gross operating surplus,83.9,6
6,A,2022,2022,721,Compensation of employees,93.0,6
6,A,2022,2022,721,Accommodation,217.9,6
6,A,2022,2022,722,Taxes on production and imports less subsidies,79.3,6
6,A,2022,2022,722,Food services and drinking places,585.8,6
6,A,2022,2022,722,Gross operating surplus,104.3,6
6,A,2022,2022,722,Compensation of employees,402.2,6
6,A,2022,2022,81,Compensation of employees,392.7,6
6,A,2022,2022,81,"Other services, except government",549.3,6
6,A,2022,2022,81,Gross operating surplus,124.0,6
6,A,2022,2022,81,Taxes on production and imports less subsidies,32.6,6
6,A,2022,2022,FIRE,Compensation of employees,1229.8,6
6,A,2022,2022,FIRE,Taxes on production and imports less subsidies,437.4,6
6,A,2022,2022,FIRE,"Finance, insurance, real estate, rental, and leasing",5417.5,6
6,A,2022,2022,FIRE,Gross operating surplus,3750.3,6
6,A,2022,2022,G,Gross operating surplus,725.7,6
6,A,2022,2022,G,Taxes on production and imports less subsidies,-60.1,6
6,A,2022,2022,G,Compensation of employees,2272.9,6
6,A,2022,2022,G,Government,2938.6,6
6,A,2022,2022,GDP,Compensation of employees,13454.1,6
6,A,2022,2022,GDP,Gross operating surplus,10830.5,6
6,A,2022,2022,GDP,Taxes on production and imports less subsidies,1722.2,6
6,A,2022,2022,GDP,Gross domestic product,26006.9,6
6,A,2022,2022,GF,Compensation of employees,594.1,6
6,A,2022,2022,GF,Federal,944.9,6
6,A,2022,2022,GF,Taxes on production and imports less subsidies,-11.9,6
6,A,2022,2022,GF,Gross operating surplus,362.7,6
6,A,2022,2022,GFE,Government enterprises,73.5,6
6,A,2022,2022,GFE,Gross operating surplus,17.0,6
6,A,2022,2022,GFE,Compensation of employees,68.4,6
6,A,2022,2022,GFE,Taxes on production and imports less subsidies,-11.9,6
6,A,2022,2022,GFG,General government,871.4,6
6,A,2022,2022,GFG,Gross operating surplus,345.7,6
6,A,2022,2022,GFG,Compensation of employees,525.7,6
6,A,2022,2022,GFGD,Gross operating surplus,193.5,6
6,A,2022,2022,GFGD,National defense,497.5,6
6,A,2022,2022,GFGD,Compensation of employees,304.0,6
6,A,2022,2022,GFGN,Nondefense,373.9,6
6,A,2022,2022,GFGN,Gross operating surplus,152.2,6
6,A,2022,2022,GFGN,Compensation of employees,221.7,6
6,A,2022,2022,GSL,Taxes on production and imports less subsidies,-48.1,6
6,A,2022,2022,GSL,Compensation of employees,1678.8,6
6,A,2022,2022,GSL,Gross operating surplus,363.0,6
6,A,2022,2022,GSL,State and local,1993.7,6
6,A,2022,2022,GSLE,Compensation of employees,123.1,6
6,A,2022,2022,GSLE,Taxes on production and imports less subsidies,-48.1,6
6,A,2022,2022,GSLE,Gross operating surplus,77.4,6
6,A,2022,2022,GSLE,Government enterprises,152.4,6
6,A,2022,2022,GSLG,Gross operating surplus,285.6,6
6,A,2022,2022,GSLG,Compensation of employees,1555.7,6
6,A,2022,2022,GSLG,General government,1841.3,6
6,A,2022,2022,HS,Taxes on production and imports less subsidies,297.2,6
6,A,2022,2022,HS,Gross operating surplus,2091.4,6
6,A,2022,2022,HS,Housing,2414.2,6
6,A,2022,2022,HS,Compensation of employees,25.7,6
6,A,2022,2022,ICT,Taxes on production and imports less subsidies,79.4,6
6,A,2022,2022,ICT,Gross operating surplus,794.8,6
6,A,2022,2022,ICT,Information-communications-technology-producing industries <sup>3</sup>,1812.2,6
6,A,2022,2022,ICT,Compensation of employees,938.0,6
6,A,2022,2022,ORE,Compensation of employees,136.3,6
6,A,2022,2022,ORE,Taxes on production and imports less subsidies,38.6,6
6,A,2022,2022,ORE,Other real estate,752.8,6
6,A,2022,2022,ORE,Gross operating surplus,577.9,6
6,A,2022,2022,PGOOD,Gross operating surplus,2261.4,6
6,A,2022,2022,PGOOD,Taxes on production and imports less subsidies,183.1,6
6,A,2022,2022,PGOOD,Private goods-producing industries <sup>1</sup>,4549.4,6
6,A,2022,2022,PGOOD,Compensation of employees,2104.8,6
6,A,2022,2022,PROF,Taxes on production and imports less subsidies,93.2,6
6,A,2022,2022,PROF,Compensation of employees,2472.2,6
6,A,2022,2022,PROF,Gross operating surplus,815.7,6
6,A,2022,2022,PROF,Professional and business services,3381.0,6
6,A,2022,2022,PSERV,Private services-producing industries <sup>2</sup>,18519.0,6
6,A,2022,2022,PSERV,Taxes on production and imports less subsidies,1599.2,6
6,A,2022,2022,PSERV,Gross operating surplus,7843.4,6
6,A,2022,2022,PSERV,Compensation of employees,9076.4,6
6,A,2022,2022,PVT,Private industries,23068.3,6
6,A,2022,2022,PVT,Gross operating surplus,10104.8,6
6,A,2022,2022,PVT,Compensation of employees,11181.2,6
